{entity} is the {rank} largest City
{entity} is the {rank} largest Municipality
{entity} is the {rank} largest City Square
{entity} is the {rank} largest Sovereign State/ dependency
{entity} is the {rank} largest Country or Teritory
{entity} is the {rank} largest Country/ Region
{entity} is the {rank} largest Empire
{entity} is the {rank} largest Empire
{entity} is the {rank} largest State
{entity} is the {rank} largest City
{entity} is the {rank} largest CIty
{entity} is the {rank} largest Country
{entity} is the {rank} largest Country
{entity} is the {rank} largest State
{entity} is the {rank} largest Island
{entity} is the {rank} largest Company
{entity} is the {rank} most streamed Song
{entity} is the {rank} most liked Tweet
{entity} is the {rank} most retweeted Tweet
{entity} is the {rank} most popular Site
{entity} is the {rank} most liked Post Description
{entity} is the {rank} most followed Account name
{entity} is the {rank} most liked Video name
{entity} is the {rank} most disliked Video name
{entity} is the {rank} most viewed Video name
{entity} is the {rank} most subscribed Channel
{entity} is the {rank} most followed Owner
{entity} is the {rank} most followed Owner
{entity} is the {rank} most expensive Domain
{entity} is the {rank} largest Ship name
{entity} is the {rank} oldest Name
{entity} is the {rank} largest City
{entity} is the {rank} largest Species and family
{entity} is the {rank} largest City
{entity} is the {rank} largest Seed
{entity} is the {rank} largest City
{entity} is the {rank} oldest Name
{entity} is the {rank} oldest Newspaper
{entity} is the {rank} extreme Country or region
{entity} is the {rank} largest Village
{entity} is the {rank} largest Name
{entity} is the {rank} biggest Language
{entity} is the {rank} oldest Species and subspecies
{entity} is the {rank} most produced Name
{entity} is the {rank} most expensive Car
{entity} is the {rank} heaviest Name of bell
{entity} is the {rank} largest City 
{entity} is the {rank} longest Name
{entity} is the {rank} fastest Computer
{entity} is the {rank} fastest Make & model
{entity} is the {rank} tallest Species
{entity} is the {rank} largest Location
{entity} is the {rank} largest Event
{entity} is the {rank} largest Name
{entity} is the {rank} longest Name
{entity} is the {rank} last Nation / territory
{entity} is the {rank} smallest Species
{entity} is the {rank} last Monarch
{entity} is the {rank} largest Volcanic eruption Location
{entity} is the {rank} longest Placenames
{entity} is the {rank} longest Book title
{entity} is the {rank} wealthiest Family Name
{entity} is the {rank} last Monarch
{entity} is the {rank} largest Race Name
{entity} is the {rank} populous City/Town
{entity} is the {rank} extreme Temperature
{entity} is the {rank} extreme State
{entity} is the {rank} extreme Region
{entity} is the {rank} largest Subdivision name
{entity} is the {rank} longest Name
{entity} is the {rank} greatest Title
{entity} is the {rank} subdivisions Subdivision
{entity} is the {rank} wealthiest Organisation / Country / by individual
{entity} is the {rank} largest Continent
{entity} is the {rank} largest Prefecteurs
{entity} is the {rank} largest Religion
{entity} is the {rank} largest Province
{entity} is the {rank} largest Name
{entity} is the {rank} largest Province
{entity} is the {rank} largest Country
{entity} is the {rank} largest LGA
{entity} is the {rank} largest State
{entity} is the {rank} largest LGA
{entity} is the {rank} wealthiest Country
{entity} is the {rank} largest Province
{entity} is the {rank} largest Urban centre
{entity} is the {rank} largest Urban Centre
{entity} is the {rank} largest City
{entity} is the {rank} highest Goals scored
{entity} is the {rank} highest Goals scored
{entity} is the {rank} most expensive Player
{entity} is the {rank} largest Name
{entity} is the {rank} largest Name
{entity} is the {rank} long Length of marriage
{entity} is the {rank} shortest Name
{entity} is the {rank} tallest Name
{entity} is the {rank} heaviest Peak weight
{entity} is the {rank} youngest Age of mother
{entity} is the {rank} youngest Age at appointment
{entity} is the {rank} youngest Age
{entity} is the {rank} youngest Age
{entity} is the {rank} oldest Superlative
{entity} is the {rank} oldest Building
{entity} is the {rank} largest Name
{entity} is the {rank} tallest Statue
{entity} is the {rank} youngest Age at time of murder(s)
{entity} is the {rank} youngest Age
